Nama User,Ulasan,Rating,Tanggal,Likes,Versi App
Pengguna Google,good,5,2025-11-29 00:21:17,0,42.2.3
Pengguna Google,menurut ku ini bagus,4,2025-11-29 00:07:26,0,
Pengguna Google,"Baguss lah, tapi masalah nya suka ngelag gitu, mana suka loading lama lagi, tadi pun tiktok ku nge bug, scroll tiktok tapi usn org lain sm pfp org lain di aku gaada, trus juga mb nya terlalu gede__ .Udah bagus sih ini, PERBAIKI LAGI YA TIKTOK 😆😆",4,2025-11-28 23:58:45,0,
Pengguna Google,karena bagus,5,2025-11-28 23:56:53,0,22.7.4
Pengguna Google,sangat kren apklikasi ini,5,2025-11-28 23:56:47,0,42.6.4
Pengguna Google,saldo gopay saya ngga bisa di kembalikan uang nya,2,2025-11-28 23:56:26,0,42.6.4
Pengguna Google,aplikasi sudah dihapis tapi muncul lagi,1,2025-11-28 23:54:21,0,31.3.4
Pengguna Google,kok menginstal nya lama,2,2025-11-28 23:49:33,0,
Pengguna Google,top,5,2025-11-28 23:46:35,0,42.4.4
Pengguna Google,semoga tiktok bermanfaat bagi yg mengunakannya dengan bijak.,5,2025-11-28 23:44:14,0,42.8.3
Pengguna Google,crash dan freeze trus,3,2025-11-28 23:41:35,0,
Pengguna Google,Karena bisa buat vidio cantik imit ada musiknya lagi,1,2025-11-28 23:40:21,0,
Pengguna Google,bisa mendapatkan poin banyak,5,2025-11-28 23:38:54,0,42.3.5
Pengguna Google,bagus bangettt ada streakkk nyaa,5,2025-11-28 23:32:51,0,36.4.4
Pengguna Google,aplikasi memegggg,1,2025-11-28 23:29:34,0,42.6.4
Pengguna Google,aplikasi yg buat cari uang ternyata simpel. tentunya dengan hal positif. trimakasih tiktok,5,2025-11-28 23:16:08,12,42.6.4
Pengguna Google,sering sekali keluar sendiri... tambah lama tambah kek babi...,3,2025-11-28 23:14:18,0,37.0.4
Pengguna Google,semenjak ada kualitas 1080p bukan bagus malah tambah parah jualan biasa jernih camera vidio ini jelek banget padahal pake iphone bug trus ini tiktok,1,2025-11-28 23:03:28,0,42.8.3
Pengguna Google,tolong developer saya mau unggah beberapa foto tapi kenapa ga bisa foto geser ya malah jadi vidio? jadi tolong di perbaiki trimakasih.,4,2025-11-28 23:02:18,0,42.8.3
Pengguna Google,saya sangat suka tiktok ini,5,2025-11-28 22:58:32,0,42.4.4
Pengguna Google,"aplikasi tiktok buat saya dan yang lain jengkel mungkin, karna selalu lemot saat buka apk tiktok sedang kan semua apk selain tiktok aman aman aja, mohon tiktok diperbaiki lagi, saya capek buka tiktok lemot bangat hp gua terasa patah patah saat berada dalam apk tiktok, apk buruk",1,2025-11-28 22:52:19,0,
Pengguna Google,Gak bisa mulung koin tiktok min,5,2025-11-28 22:46:04,0,42.6.4
Pengguna Google,mantap kali,5,2025-11-28 22:44:08,0,
Pengguna Google,"nyepam notif ""akun anda telah di blokir"" mengganggu banget mau bikin akun baru malah ke relog",1,2025-11-28 22:37:17,0,42.6.4
Pengguna Google,memotifasi buat yang lebih maju,5,2025-11-28 22:26:31,0,42.6.4
Pengguna Google,kenapa ya tiap buka tiktok suka ngebug gitu? udh lama saya donlot dan reinstall tapi tetep ga bisa dibuka. suka keluar sendiri. cuma suara2nya yg keluar tapi ga ada video yg bisa ditonton. awal2 saya kira cuma karna masalah internet tapi saat buka apk lain masi normal aja.,2,2025-11-28 22:16:50,20,42.6.4
Pengguna Google,lama menginstal tapi tidak PP,5,2025-11-28 22:09:46,0,
Pengguna Google,seruu bgt apk nya tpi kadang itu suka agak nge lag tiap buka apk nya tiba' keluar sendiri trs klo nggak ga bisa di geser,5,2025-11-28 22:09:15,0,41.5.4
Pengguna Google,bintang lima tapi kubukan ancaman aku bukan polisi,5,2025-11-28 22:08:58,0,42.6.4
Pengguna Google,riwayat history hilang di pengaturan 💔,1,2025-11-28 22:08:39,1,42.6.4
Pengguna Google,wow,5,2025-11-28 21:55:34,0,42.6.4
Pengguna Google,mantap,5,2025-11-28 21:35:59,0,42.3.5
Pengguna Google,sangat bagus untuk hiburan,5,2025-11-28 21:26:10,0,
Pengguna Google,apk ini tidak bisa di install,2,2025-11-28 21:25:00,0,
Pengguna Google,bagus,5,2025-11-28 21:16:18,0,
Pengguna Google,Ini gimna.udah bner bertif nomer dll tpi masih eror ga bsa up vdioo,1,2025-11-28 21:00:25,0,35.1.3
Pengguna Google,kenapa proses verifikasi identitas lama sekali,2,2025-11-28 20:55:38,0,42.8.2
Pengguna Google,tolong saya mau bayar tiktok paylater kenapa aplikasinya error terus. muter2 terus ini saya harus gimana??? bahkan untuk nelpon CS pun tidak bisa,2,2025-11-28 20:35:01,0,42.8.3
Pengguna Google,ga bisa di download,1,2025-11-28 19:39:18,0,38.3.3
Pengguna Google,bagus,5,2025-11-28 19:31:08,0,42.6.4
Pengguna Google,oke,5,2025-11-28 19:29:21,0,42.6.4
Pengguna Google,saya ingin kualitas suara dan vidio saya berkelas dan berkembang memuaskan para volowers dh saat livestriming dan komal,5,2025-11-28 19:28:02,3,42.6.4
Pengguna Google,"semenjak samsung upgread versi ui 8 live saya ketika solo suara musik bagus,, tapi ketika buka komal suara musik jadi pelan,, intinya ketika saya ngomal suara musik jadi ngayun.mohon di perbaiki,, saya akan beri bintang 5 jika semua kembali normal.terima kasih",1,2025-11-28 19:26:55,85,42.6.4
Pengguna Google,obatt dari segala obat untuk mengisi kekosongan waktu saat jam kerja beres,5,2025-11-28 19:20:40,0,42.4.4
Pengguna Google,Kenapa JD lemot ya,5,2025-11-28 19:05:56,0,27.3.4
Pengguna Google,Kalau gak ada TikTok saya pasti kesepian dan karena ada TikTok saya merasa tidak kesepian lagi,5,2025-11-28 19:05:22,0,
Pengguna Google,bguss,5,2025-11-28 19:03:31,0,42.6.4
Pengguna Google,downloadmya sangat lambat,5,2025-11-28 19:02:59,0,
Pengguna Google,"gatau kenapa akun saya ke blok tiba""",3,2025-11-28 18:59:02,0,
Pengguna Google,"Always force close (RAM 3), Dev !",4,2025-11-28 18:56:54,0,42.6.4
Pengguna Google,keren,5,2025-11-28 18:54:01,0,
Pengguna Google,"Aplikasi menghibur, kalau bisa di update sepanjutnya tambahin opsi top up restore streak agar ketika limit streak kita sudah habis, bisa top up lagi supaya api yang dipertahankan bersama partner itu bisa bertahan terus",5,2025-11-28 18:53:33,22,42.6.4
Pengguna Google,makin update makin berat ini tiktok hp yang kenyang mana kuat buat buka tik tok sering forclose Mulu tolong dev perbaiki lag nya,5,2025-11-28 18:53:19,0,
Pengguna Google,sangat baik,5,2025-11-28 18:49:58,0,42.4.4
Pengguna Google,tiktok bisa juga menghasilkan uang maka dari itu aku yaaa pakee donggg,5,2025-11-28 18:44:32,0,
Pengguna Google,aplikasi ini bagus tapi kenapa hastag tiktok tidak bisa lebih seperti biasa kenapa hastag bisa sampai 5 jadi tolong buat hastag seperti semula supaya bisa lebih dari lima tolong buat hastag ya menjadi semula,2,2025-11-28 18:43:33,3,42.4.4
Pengguna Google,good,5,2025-11-28 18:42:00,0,40.0.0
Pengguna Google,woi admin kok sekarang banyak iklan judi online sih gak jelas bgt dah TikTok sekarang gak suka bgt liat judi online ke anj,1,2025-11-28 18:36:51,0,42.6.4
Pengguna Google,bgus pokonya,5,2025-11-28 18:33:57,0,42.6.3
Pengguna Google,"apk gaje, udah berat, banyak iklan, banyak live, disatuin semua anj,trus video yg gatau samsek ada, gabetah scroll, mending Instagram",1,2025-11-28 18:29:51,0,
Pengguna Google,itel nye good,5,2025-11-28 18:24:19,0,
Pengguna Google,sangat memuasakanv,5,2025-11-28 18:04:17,0,42.6.4
Pengguna Google,okeyyyyyy,5,2025-11-28 17:53:06,0,42.8.3
Pengguna Google,aplikasi perusak rumah tangga orang,1,2025-11-28 17:49:49,0,
Pengguna Google,"Fitur Favorit atau Menyimpan Video, padahal banyak video simpanan saya disana, saat di cek semua video simpanan saya menghilang juga, bahkan untuk favoritkan saja tidak bisa",3,2025-11-28 17:49:20,0,
Pengguna Google,"tolong lah kalo orang upload vt yang positif tuh ga usah main bann dengan alibi pelanggaran, sementara vt orang yang mesum aja d biarin.",2,2025-11-28 17:41:41,0,42.6.4
Pengguna Google,ok bgt,5,2025-11-28 17:38:10,0,
Pengguna Google,Ok,5,2025-11-28 17:29:17,0,
Pengguna Google,ok,4,2025-11-28 17:15:53,0,42.8.3
Pengguna Google,kenapa gk terkirim2 kode verifikasi nya..untuk pemasang no baru nya,5,2025-11-28 17:13:08,0,42.6.4
Pengguna Google,aku pikir ini bagus tapi buruk,1,2025-11-28 17:12:04,0,
Pengguna Google,bagus mantap,5,2025-11-28 17:12:01,0,42.6.4
Pengguna Google,Kenapa setelah di-update tiktok malah seenaknya rotasi fotonya yg mau di upload jadi landscape padahal format aslinya potrait? sangat membuat frustasi apalagi di klo diedit langsung di aplikasi tiktok cuma nambah teks mana gbisa diedit karena balik terus ke rotasi otomatis. Yg lebih parah nya ada juga sebelum diupload bisa saja normal pas diupload jadi ke rotasi otomatis dari potrait jadi landscape. sangat tidak worth it klo update nya jadi kyk gini. Segera diperbaiki ya.,1,2025-11-28 17:09:37,0,
Pengguna Google,GK bisa posting ulang,2,2025-11-28 17:06:09,0,42.6.4
Pengguna Google,kenapa selalu kena sb ?,1,2025-11-28 17:05:11,0,42.6.4
Pengguna Google,5 bintang \ 888,5,2025-11-28 17:03:46,0,37.5.3
Pengguna Google,ok,5,2025-11-28 17:00:45,0,
Pengguna Google,ga bisa buat akun lagi setiap buat akun pasti akan dihapus trus,1,2025-11-28 16:58:05,0,42.6.4
Pengguna Google,terimakasi bintang meraih sukses 100000 ribu perhari,5,2025-11-28 16:52:25,0,
Pengguna Google,So Good,5,2025-11-28 16:51:07,0,42.6.4
Pengguna Google,"sudah bagus, tetapi seringnya lag dan crash padahal hp saya sudah mendukung (chipset snapdragon 8 elite)",3,2025-11-28 16:48:20,0,42.6.4
Pengguna Google,Aplikasi Penyebar Hoaks yg lulus sensor🤣🤣🤣.,2,2025-11-28 16:45:43,0,37.6.3
Pengguna Google,bestt,5,2025-11-28 16:39:09,0,
Pengguna Google,"aplikasinya bagus suka banget banyak meme meme lucu yang lewat dan saya suka, tapi saya punya keluhan, kadang tiktok nya itu tidak bisa dibuka dan kadang akunnya ke ganti jadi punya orang tolong diperbaiki lagi ya",5,2025-11-28 16:38:41,9,42.4.4
Pengguna Google,"kenapa stiap live Akhir "" ini sering tidak menanggapi",3,2025-11-28 16:37:59,0,
Pengguna Google,👍,5,2025-11-28 16:29:05,0,
Pengguna Google,mantep ey pol poķokny tiktok,2,2025-11-28 16:28:26,0,42.6.4
Pengguna Google,smoga dibuat cepat apliksai nya biar gak lelet diiperlancar trimakasih,4,2025-11-28 16:26:51,0,
Pengguna Google,aplikasi g jelas,1,2025-11-28 16:25:09,0,42.6.4
Pengguna Google,ok matap,5,2025-11-28 16:22:36,0,41.4.3
Pengguna Google,"fitur terjemahan gaada udh ""ngobrol bersama kami"" ga dapet jawaban yang bener TOLOL semua jawaban ai nya.",1,2025-11-28 16:20:21,0,42.6.4
Pengguna Google,sering keluar sendiri dari tiktok seperti berat pengaturannya,3,2025-11-28 16:19:52,0,42.6.4
Pengguna Google,baik,5,2025-11-28 16:19:35,0,
Pengguna Google,sangat puas,5,2025-11-28 16:19:21,0,42.6.4
Pengguna Google,gabisa upgrade,1,2025-11-28 16:18:33,0,42.6.4
Pengguna Google,tiap hari minta di update terus,1,2025-11-28 16:15:24,0,
Pengguna Google,TERLALU BANYAK UPDATE TIKTOK DAN JADI BERAT BANGET INI APLIKASI SUKA KELUAR MULU,1,2025-11-28 16:12:51,0,40.9.3
Pengguna Google,live game seluler hp Infinix pata para 😭,1,2025-11-28 16:10:43,0,42.8.3
Pengguna Google,"gjls bgt lagi asik skrol tiba""keluar sendiri kalo ada orang live suka keluar sendiri/macet",2,2025-11-28 16:09:27,0,42.4.4
Pengguna Google,senang blanja di tiktok praktis barang sesuai,5,2025-11-28 16:08:47,0,42.6.4
Pengguna Google,bisa tarik tunai dengan mudah🤩🤩🤩,5,2025-11-28 16:08:10,0,42.6.4
Pengguna Google,bagus,5,2025-11-28 16:04:21,0,
Pengguna Google,aku ksih bintang 2 krn tiktok jahat udah hilangkan fitur live di akun tiktok saya😭😭,2,2025-11-28 16:03:13,0,42.4.4
Pengguna Google,kenapa klo live tiktok khususnya game. padahal jaringan bagus. tapi jika di tonton orang itu patah patah,2,2025-11-28 16:02:43,0,41.9.3
Pengguna Google,"rata rata pengguna aplikasi tiktok,,, ialah pejuang keluarga,, yg butuh hiburan tuk mengisi waktu luang,,",5,2025-11-28 15:55:07,7,42.6.4
Pengguna Google,"semenjak update, kuota jadi boros meski pakai mode hemat data",4,2025-11-28 15:53:17,0,
Pengguna Google,Aplikasi ga guna !!!,5,2025-11-28 15:53:04,0,42.6.4
Pengguna Google,buat hiburan saja,5,2025-11-28 15:49:41,0,42.6.4
Pengguna Google,"respon lambat,,",1,2025-11-28 15:39:38,0,42.6.4
Pengguna Google,"ini knp kok sering keluar sendiri dri apknya pdhl gk nyentuh tombol kembali, trs kadang klo keluar dari pencarian kan balik ke beranda tpi mlh layarnya berubah putih tpi ada suarnya juga, klo bikin video kadang keliatan gelap pdhl pencahayaan udh terang + HP juga terang tpi pasti selalu keliatan gelap, ini gmn dong dh cpe oy",3,2025-11-28 15:36:39,0,
Pengguna Google,bagis,5,2025-11-28 15:35:38,1,42.8.3
Pengguna Google,"aplikasi SAMPAH BANYAK IKLAN JUDOL PADAHAL AKUNNYA UDH PADA DJ BLOCK, TAPI JUDOL MUNCUL TERUS",1,2025-11-28 15:34:54,0,42.8.1
Pengguna Google,"tolong kasih tau, kenapa setiap buka vid kreator lain tuh komenannya ngga terbaca semua, jadi harus klik² komentar terbaru, ngga bisa langsung otomatis keluar semua komentarnya, jadi kayak sebelum buka kolom komen tuh ada tertulis komen 100 semisal ya tapi pas buka kolom komen cuman jadi 20 atau berapa komen doang, ngga semua muncul, jadi harus klik tanda panah komentar itu, berdasarkan yg terbaru, soalnya awalnya berdasarkan yg teratas tapi yg muncul cuman komentar emot aja.",1,2025-11-28 15:34:25,0,42.3.5
Pengguna Google,"ngelag parah, tiap mau buka aplikasi pasti ngelag banget terus patah-patah juga, dibuat scroll juga ga enak karena kaya ngelag dan patah-patah gitu",2,2025-11-28 15:32:56,0,
Pengguna Google,Top,5,2025-11-28 15:31:38,0,42.8.3
Pengguna Google,"kenapa tiktok sekarang sering ngeleg""ya",1,2025-11-28 15:29:03,0,42.6.4
Pengguna Google,mantap,5,2025-11-28 15:28:36,0,
Pengguna Google,Good bro,5,2025-11-28 15:19:32,0,
Pengguna Google,oke,5,2025-11-28 15:19:23,0,
Pengguna Google,"TikTok terlalu sensitif. Banyak aturan, ribet. Saat live tiba-tiba kena peringatan pembatasan.",1,2025-11-28 15:17:54,0,42.6.4
Pengguna Google,bagus mantab,5,2025-11-28 15:17:20,0,
Pengguna Google,knp saya gaada live tolong perbaiki tik tok,2,2025-11-28 15:15:46,0,
Pengguna Google,sangat cocok dan aman,5,2025-11-28 15:14:13,0,42.4.4
Pengguna Google,tik tok itu tempat menghilangkan rasa gelisah nya aku,5,2025-11-28 15:08:11,0,
Pengguna Google,Keren abis,5,2025-11-28 15:07:57,0,
Pengguna Google,makin lama makin lemot aja,5,2025-11-28 15:06:41,0,42.8.3
Pengguna Google,"TIKTOK ERROR !!! tiktok setiap aku buka aplikasi scroll scroll membuat hp. ku error, tidak bisa diapa apain tapi suara tiktok tetap bunyi, gambar layar macet, dipencet apa tidak bisa, dimatiin hp, nya juga tidak bisa... tiktok error",1,2025-11-28 15:06:31,0,36.7.4
Pengguna Google,tiktok produk terbaik... tapi sayang nya ongkir terlalu mahal 😫,5,2025-11-28 15:06:01,0,
Pengguna Google,ngga jelas main blokir aja.,1,2025-11-28 15:01:04,0,
Pengguna Google,saya suka dengan tiktok🤗,4,2025-11-28 15:00:31,0,
Pengguna Google,"vidio yg sudah lewat diberanda malah lewat lagi, itu ga 1/2 kali tapi berkali kali ada kali lebih dari 50 vidio, ini tiktok udah keabisan vidio atau gimana, atau banyak vidio yang di langgar karena masalah kecil, klo iya kenapa vidio yang ada unsur pornografi masi muncul diberanda?",1,2025-11-28 15:00:14,0,42.2.3
Pengguna Google,Deskripsikan pengalaman anda (optimal),1,2025-11-28 14:59:52,0,34.5.6
Pengguna Google,mohon maaf sebelumnya yang pasti akun tiktok Saya mau dihapus,1,2025-11-28 14:59:09,0,40.5.1
Pengguna Google,banyak manfaat dan hiburan,5,2025-11-28 14:59:07,0,42.2.3
Pengguna Google,sangan di butuh kan oleh gen z dan bermanfaat,5,2025-11-28 14:54:47,0,42.3.5
Pengguna Google,not compatible this aplikasi,1,2025-11-28 14:47:19,0,42.2.3
Pengguna Google,aplikasi ini bagus banget,5,2025-11-28 14:46:17,0,42.6.4
Pengguna Google,"saya sebagai tiktoker pengalamannya di situ followers yang penting rada banyak rata-rata 1000 Saya cinta banget sama vitas Tik tok semoga akun saya bisa 10,0000",5,2025-11-28 14:46:11,0,39.7.3
Pengguna Google,"aplikasinya seru, tapi knp ga ada fitur foto live nya ya? orang' pada udah ada kok ponya saya blm? gmna ini",5,2025-11-28 14:45:53,0,42.6.4
Pengguna Google,tik tok gimae banyak vt orang tayanganlive bolekak d tayangin tapi pas kita komen gemuk aja pelanggaran🤣 gk jls,1,2025-11-28 14:44:33,0,42.6.4
Pengguna Google,bagus,5,2025-11-28 14:42:28,0,42.6.4
Pengguna Google,kenapa yaa di saya waktu posting ulang gabisa sebut akun teman?,3,2025-11-28 14:42:26,0,42.3.5
Pengguna Google,ok,5,2025-11-28 14:41:37,0,42.2.3
Pengguna Google,bagus,5,2025-11-28 14:40:33,0,
Pengguna Google,kita maju untuk brsama sama kita temukan di sana keberkahan setia,5,2025-11-28 14:39:23,0,42.6.4
Pengguna Google,tiktok tolong band akun jule ntr jadi bintang 5,3,2025-11-28 14:38:29,0,41.5.4
Pengguna Google,aplikasi gak jelas gak ada peringatan apa apa tiba tiba diblokir permanen mau buat akun lagi pun tidak bisa😠,1,2025-11-28 14:35:57,0,
Pengguna Google,trimakasih apk nya sangat membantu bagi saya...tpi tidak tau kalau bagi kalian,5,2025-11-28 14:35:34,0,42.6.4
Pengguna Google,sangat bagus aplikasi ini,5,2025-11-28 14:34:46,0,
Pengguna Google,kenapa punya aku gak bisa live,2,2025-11-28 14:33:47,0,41.9.3
Pengguna Google,kadang suka gk jelas,1,2025-11-28 14:31:45,0,42.6.4
Pengguna Google,bagus👍,5,2025-11-28 14:31:36,0,42.6.4
Pengguna Google,"lag & bug,belanja di tiktok tidak bisa di kembalikan & di batalkan",1,2025-11-28 14:30:20,2,41.8.3
Pengguna Google,kenapa titok saya udah saya instal tapi ketika saya buka playstur suruh ngistal lagi,5,2025-11-28 14:29:51,0,42.6.4
Pengguna Google,sangat menghibur,5,2025-11-28 14:29:49,0,42.4.4
Pengguna Google,"banyak penerima bantuan yg di kategori kan mendapat bantuan pemerintah double, arti nya pemerintah membantu masyarakat tidak merata masyarakat menerima bantuan, jenis bantuan pemerintah banyak. seharusnya yg sudah anak nya mendapat kan kartu Indonesia pintar tidak perlu LG mendapatkan bantuan BLT PKH dll, begitu jg yg dapat PKH BLT, jangan LG mendapatkan yg lain supaya yg blm dapat sama sekali bantuan bisa merasakan apa yg nama nya bantuan negara. apa kah semacam bedah rumah bukan jenis ban",1,2025-11-28 14:29:26,0,
Pengguna Google,Bagus,5,2025-11-28 14:27:42,0,
Pengguna Google,seru² aja tapi lama-kelamaan ni apk udah kaya sarang monyet jier hama nya banyak kali dari konten 4no lah yang ini itu lah padahal dari pencarian gw positif semua pas liat beranda kacau semua🥀,5,2025-11-28 14:25:36,0,42.6.4
Pengguna Google,sangat bagus sekali,5,2025-11-28 14:24:14,0,
Pengguna Google,kerennn,5,2025-11-28 14:23:52,0,
Pengguna Google,karna saya tidak bisa pakai ttk,1,2025-11-28 14:23:43,0,41.6.3
Pengguna Google,Bagus buat bikin konten dan lainnya,5,2025-11-28 14:23:37,0,
Pengguna Google,Oke keren,5,2025-11-28 14:22:38,0,42.2.3
Pengguna Google,Bisa offline,5,2025-11-28 14:21:48,0,42.6.4
Pengguna Google,aplikasi banyak bug,1,2025-11-28 14:20:09,1,42.8.3
Pengguna Google,sangatlah bagus,5,2025-11-28 14:17:54,0,
Pengguna Google,sering muncul suara tiba-tiba,1,2025-11-28 14:15:24,0,42.6.4
Pengguna Google,𝕓𝕒𝕘𝕦𝕤 𝕥𝕒𝕡𝕚 𝕜𝕖𝕟𝕒𝕡𝕒 𝕥𝕚𝕜𝕥𝕠𝕜 𝕤𝕒𝕪𝕒 𝕥𝕚𝕕𝕒𝕙 𝕓𝕚𝕤𝕒 𝕞𝕖𝕞𝕓𝕦𝕒𝕥 𝕗𝕚𝕝𝕥𝕖𝕣 𝕟𝕒𝕞𝕒 𝕥𝕚𝕜𝕥𝕠𝕜 @qisa1227 𝕕𝕒𝕟@qisa2713,4,2025-11-28 14:14:31,0,
Pengguna Google,wel,1,2025-11-28 14:14:14,0,42.6.4
Pengguna Google,Saya suka,5,2025-11-28 14:13:47,0,
Pengguna Google,sangat menghibur dan dapat banyak teman,5,2025-11-28 14:13:25,0,42.6.4
Pengguna Google,"udah update mau selesai di ulang lagi, jadi nambah kuota lagi😔",3,2025-11-28 14:11:55,0,42.2.3
Pengguna Google,"Error, banyak bug",1,2025-11-28 14:10:51,0,
Pengguna Google,seru,5,2025-11-28 14:09:59,0,42.8.1
Pengguna Google,bagus bgtt tiktok very good aku suka make tiktok ini filter nya bagus postingan ku jdi rame deh,5,2025-11-28 14:06:34,0,42.6.4
Pengguna Google,🥰,5,2025-11-28 14:05:17,0,42.6.4
Pengguna Google,"aplikasi yang sangat bagus,,video konten' kadang membuat konten lucu",5,2025-11-28 14:04:46,5,42.3.5
Pengguna Google,"update mulu bug ga dibenahi, tik tok tik tok. masalah sistem -bug black screen saat buka komen, baca komen gua tok tik tok",1,2025-11-28 14:02:21,0,
Pengguna Google,"setiap kali buka tiktok selalu mati sendiri, waktu pengecualian oprasi tiktok maksudnya gimana",2,2025-11-28 14:02:21,2,42.8.3
Pengguna Google,bgus,5,2025-11-28 13:58:31,0,42.4.4
Pengguna Google,seru,5,2025-11-28 13:53:11,0,42.6.4
Pengguna Google,Apk nya kurang menarik tetapi juga seru untuk nonton vidio menarik cuma banyak banget orang orang yang sering ngehujat satu sama lain jadi kek kurang suka aja sama apk ini!,4,2025-11-28 13:51:23,3,42.6.4
Pengguna Google,yg bagus,5,2025-11-28 13:50:08,0,42.6.4
Pengguna Google,sangat cocok untuk digunakan,5,2025-11-28 13:47:50,0,42.6.4
Pengguna Google,seneng bisa berbagi pengalaman cerita,5,2025-11-28 13:42:57,0,42.6.4
Pengguna Google,ok wae lah,5,2025-11-28 13:42:46,0,42.4.4
Pengguna Google,"Kok tiktok saya tidak bisa di update ya? Padahal Ruangan di HP saya sedikit tapi tulisannya ""maaf anda tidak dapat menginstal tiktok saat ini silakan tunggu lagi"" Ini gimana ya?",1,2025-11-28 13:42:32,0,
Pengguna Google,ya fungsi nya untuk saya bukan yang aneh melainkan membuat moral yang baik :bisa untuk melihat film :melihat tatarial yang baik 👍,4,2025-11-28 13:42:03,0,
Pengguna Google,akun gue sering hilang,3,2025-11-28 13:41:07,0,
Pengguna Google,bagus,5,2025-11-28 13:39:24,0,
Pengguna Google,fitur live hilang,1,2025-11-28 13:39:04,0,42.8.3
Pengguna Google,kenapa tik tok saya sering keluar sendiri,1,2025-11-28 13:35:57,1,32.8.3
Pengguna Google,terimakasih bantuanta,5,2025-11-28 13:34:22,0,
Pengguna Google,seruu bisa nonton banyak 👍,5,2025-11-28 13:34:13,0,39.7.3
Pengguna Google,"tiktokk ini gimana ympunn mau ganti akun masa gabisaa sii ribet bat dahh, perbaiki plss",3,2025-11-28 13:32:16,0,42.6.4
Pengguna Google,akun saya terblokir sedangkan saya masih punya cicilan paylater itu gimna ya cara bayar nya jadi bingung .kalian mening gausah deh donlod lagi tiktok atau belanja apalagi paylater di tiktok .bikin pusing bikin stres akun saya hilang,1,2025-11-28 13:31:26,0,42.6.4
Pengguna Google,kenapa ya tiktok kalau di hp andorid sangat ngelag.. parah bgt.. hp aku redmi buka tiktok ngelag bgt.. baru buka beberapa menit udah ngelag bgt,1,2025-11-28 13:29:36,2,42.6.4
Pengguna Google,gw donlod tiktok pas Udah seratus persen malah GK bisa suruh install lagih tiktok GK je,1,2025-11-28 13:28:22,0,42.6.4
Pengguna Google,Tiktok kenapa viwers kosong,5,2025-11-28 13:25:24,0,
Pengguna Google,GG bang,5,2025-11-28 13:23:52,0,41.9.3
Pengguna Google,suka.. banyak pilihan mulai dari belanja buat ank buat org dewasa jg ada .bs buat seru2an.. menghilang suntuk pula ...dapat info kuliner virall dan berbagai informasi yang lainnya.. pokoknya Acha senang menggunakan aplikasi tik.tok semoga ada gebrakan baru dah dari tik tok,5,2025-11-28 13:22:55,22,42.6.4
Pengguna Google,mantap tiktok nya,5,2025-11-28 13:22:52,0,42.6.4
Pengguna Google,aku kasih rate 1 suka lag memo suka penuh trus akun tiktok di blok trus padahal umur udh cukup 19 emng gak bisa main tiktok bahkan akun dh aku PRIV tetep aja di blok tolong ya perbaiki.!!!,1,2025-11-28 13:21:09,0,
Pengguna Google,"Fyp gak sesuai sama apa yang kita udh follow, konten indo banyak drama ga guna sama trend² sampah.",1,2025-11-28 13:16:09,0,
Pengguna Google,terlalu banyak makan penyimpanan,3,2025-11-28 13:15:30,0,
Pengguna Google,Min Tiktok ayolah di perpanjang durasi story jangan 15s cepet kali plis min saya mau aplod story lagu gak cukup durasi nya jadi ke potong plis ya min tolong kali,4,2025-11-28 13:13:55,0,35.1.3
Pengguna Google,bagus,5,2025-11-28 13:10:23,0,
Pengguna Google,mantap,5,2025-11-28 13:08:59,0,
Pengguna Google,TIKTOK GAJELAS JARANG POSTING VIDEO POSTING VIDEO ANEH ANEH CUMAN BUAT SCROLL ATAU CARI TUTORIAL MALAH DEVICE KENA BAND AKUN KENA BAND SEMUA GAJELAS,1,2025-11-28 13:04:51,0,39.7.3
Pengguna Google,buruk,1,2025-11-28 13:04:06,0,
Pengguna Google,sumpah ya ini tiktok bgs bgt seru dan bisa dapet teman dan juga tiktok bisa nonton offlane meskipun sedikit tapi... ini bgs bgt i'm love tiktok,5,2025-11-28 12:58:59,0,42.6.4
Pengguna Google,tiktok kenapa sih ko sering bug sering ga bisa di buka?!!!!,3,2025-11-28 12:55:19,0,42.6.4
Pengguna Google,parah ngeleg,1,2025-11-28 12:54:02,0,
Pengguna Google,saya suka menonton,5,2025-11-28 12:52:50,0,42.6.4
Pengguna Google,suka bgt,4,2025-11-28 12:52:23,0,
Pengguna Google,"𝗮𝗽𝗹𝗶𝗸𝗮𝘀𝗶 𝗶𝗻𝗶 𝘀𝗮𝗻𝗴𝗮𝘁 𝗯𝗮𝗴𝘂𝘀 𝗯𝘂𝗮𝘁 𝘀𝗮𝘆𝗮, 𝗱𝗮𝗻 𝗷𝘂𝗴𝗮, 𝗲𝗳𝗲𝗸𝗻𝘆𝗮 𝘀𝗮𝗻𝗴𝗮𝘁 𝗯𝗮𝗴𝘂𝘀-𝗯𝗮𝗴𝘂𝘀 𝗼𝗸𝗲, 𝘀𝗲𝗴𝗶𝘁𝘂 𝗮𝗷𝗮 𝘀𝗲𝗸𝗶𝗮𝗻 𝘁𝗲𝗿𝗶𝗺𝗮𝗸𝗮𝘀𝗶𝗵",5,2025-11-28 12:49:31,0,
Pengguna Google,lama tik tok ya suka lama banget,2,2025-11-28 12:49:28,0,
Pengguna Google,bagus sih tapi lama banget menginstal nya,3,2025-11-28 12:48:19,0,
